,Age,Gender,Race,Date,City,State,Zipcode,County,Agency responsible for death,Cause of death,A brief description of the circumstances surrounding the death,Official disposition of death (justified or other),Criminal Charges,Symptoms of mental illness,Unarmed,Alleged weapon,Alleged threat,Fleeing,Body camera,Off-Duty Killing?,Geography,year,month
840,57,Male,Black,2019-03-25,Baltimore,MD,21215.0,Baltimore City,Baltimore Police Department,Gunshot,"Officers were called about 11:40 p.m. for a report of an assault, police said. Police encountered Kevin Bruce Mason outside his home, and they believed he was armed with a gun, police said. Mason threatened to kill the officers if they came any closer to him. He went back into the house, and shortly after midnight came out a second time. When he came out of the rear of the home, one of the officers shot at him. [Mason] then went back into the home. Several hours later, a woman who was in the house emerged and said Mason was sleeping inside the home. Police then entered the home and found Mason dead. It was not immediately certain what killed him.",Pending investigation,No known charges,No,Unarmed,unarmed,other,Not fleeing,Yes,,Urban,2019,3
841,26,Male,Hispanic,2019-03-25,Thurmont,MD,21788.0,Frederick,Frederick County Sheriff's Office,Gunshot,"Police received a call before 1:30 a.m. from someone saying that they could see a person with a gun breaking into a residence through a back window. Upon arrival, police received information that Arellano was suicidal and implicating suicide by cop. Officers approached on foot and encountered Arellano coming from the backyard. Arellano reportedly said he had a gun on him. As Arellano was walking back to the house, officers reportedly saw a handgun, and a deputy shot and killed him.",Pending investigation,No known charges,Yes,Allegedly Armed,gun,other,0,No,,Rural,2019,3
842,30,Male,White,2019-03-25,Nichols,SC,29581.0,Horry,Horry County Police Department,Gunshot,"Police responded to a report of shots fired at about 6 a.m. The incident happened in the area of Creek Landing Road. The call was for an armed individual who was believed to have taken shots at several items of personal property and threatened others. After arriving, officers found the reportedly armed Brandon Coty Elliott in the woods and shot and killed him.",Pending investigation,No known charges,Yes,Allegedly Armed,gun,other,Foot,No,,Rural,2019,3
843,46,Male,White,2019-03-24,Port St. Joe,FL,32456.0,Gulf,Gulf County Sheriff's Office,Gunshot,"Following a pursuit that began in Bay County, a man was shot and killed by a deputy. Few details were released.",Pending investigation,No known charges,No,Allegedly Armed,gun,other,Car,No,,Rural,2019,3
844,22,Male,Black,2019-03-22,Walterboro,SC,29488.0,Colleton,Colleton County Sheriff's Office,Gunshot,"A deputy shot and killed Derek Smith after responding to Faith Assembly Church for a reported burglary. Police said Smith pulled a knife on the deputy in the church parking lot, and she shot and killed him.",Pending investigation,No known charges,No,Allegedly Armed,knife,other,Not fleeing,No,,Rural,2019,3
845,45,Male,White,2019-03-22,New Bern,NC,28560.0,Craven,Craven County Sheriff's Office,Gunshot,"Deputies were on the lookout for Puchel because he was believed to be armed and dangerous. Puchel was known to law enforcement for having previously threatened suicide, police said. Deputies approached Puchel in a wooded area behind his home, and Puchel allegedly raised a handgun toward deputies, and a deputy shot and killed him.",Pending investigation,No known charges,Yes,Allegedly Armed,gun,other,Not fleeing,No,,Suburban,2019,3
846,19,Male,Black,2019-03-21,Modesto,CA,95350.0,Stanislaus,Stanislaus County Sheriff's Office,Gunshot,Dai'Shawn Brown was shot by Deputies David Corder and Christopher Gallo during a robbery and carjacking investigation. Police reported that a gun was recovered but withheld where it was located or if Brown threatened deputies with it.,Pending investigation,No known charges,No,Allegedly Armed,gun,undetermined,Car,No,,Suburban,2019,3
847,32,Male,Unknown race,2019-03-21,Sandy Springs,GA,30342.0,Fulton,Sandy Springs Police Department,Gunshot,"Officers were called around 6:15 a.m. to a report of a man armed with a large kitchen knife threatening suicide. When the officers arrived, Worsham said the man approached them, and after ignoring their calls to stop and put down the knife, they shot and killed him.",Pending investigation,No known charges,Yes,Allegedly Armed,knife,attack,Not fleeing,No,,Urban,2019,3
848,23,Female,White,2019-03-20,San Antonio,TX,78240.0,Bexar,San Antonio Police Department,Gunshot,"Hannah Westall was in the parking lot of the Huebner Commons Shopping Center when she was shot and killed by Officer David Perry. Police said Perry had responded to a report of an agitated woman and then spoke with Westall, ordering her to keep her hands where he could see them. Westall reportedly reached behind her back, pulling out what appeared to be a functioning gun from her waistband. Perry shot and killed her. She had a replica of a gun.",Pending investigation,No known charges,Unknown,Unarmed,toy weapon,attack,Not fleeing,No,,Suburban,2019,3
849,37,Male,Hispanic,2019-03-20,Las Vegas,NV,89101.0,Clark,Las Vegas Metropolitan Police Department,Gunshot,"Officers responded to reports of a domestic disturbance. Police were told that a man was chasing his father with a gun. Police arrived and the armed man, Steve Garcia, was there. The officers ordered Garcia to drop the gun, but he reportedly did not. Garcia allegedly pointed the firearm at the officers who shot and killed him.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,Yes,,Urban,2019,3
850,29,Male,Black,2019-03-20,State College,PA,16801.0,Centre,State College Police Department,Gunshot,"At approximately 1:45 p.m. State College Police confronted Osaze Osagie at his apartment to serve him a mental health warrant. During the course of this attempted service, he was shot and killed.",Pending investigation,No known charges,Yes,Allegedly Armed,knife,attack,Not fleeing,No,,Suburban,2019,3
851,29,Male,Hispanic,2019-03-19,Kittitas,WA,98926.0,Kittitas,Kittitas County Sheriff's Office,Gunshot,"Around 7:30 p.m., Deputy Thompson and Office Chavez tried to stop a vehicle. After a short chase, Juan Manuel Flores Del Toro's vehicle came to a stop. He allegedly got out and fired at the deputy and officer, who shot at him. Deputy Thompson suffered a fatal gunshot. The bullet that hit Chavez shattered his femur. Del Toro was shot and killed.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Car,No,,Suburban,2019,3
852,22,Male,Black,2019-03-19,Bastrop,LA,71220.0,Morehouse,Bastrop Police Department,Gunshot,"Someone called the Bastrop Police Department about a man with a gun in an SUV. Around 3:20 p.m., police found a matching vehicle with a driver sitting inside. At some point, Thomas Johnson got out of the car and was shot and killed.",Pending investigation,No known charges,No,Allegedly Armed,gun,undetermined,Foot,No,,Rural,2019,3
853,61,Male,White,2019-03-19,University City,MO,63130.0,St. Louis City,University City Police Department,Gunshot,"James Hunn had recently suffered a stroke and was distraught over his health. He reportedly pointed a shotgun at University City police officers and they shot and killed him. Police said it was ""suicide by cop,"" but did not produce evidence to support the claim.",Pending investigation,No known charges,Unknown,Allegedly Armed,gun,attack,,,,Urban,2019,3
854,52,Male,Hispanic,2019-03-19,Tampa,FL,33613.0,Hillsborough,Hillsborough County Sheriff's Office,Gunshot,"Around 1:15 p.m., a family member called about a suicidal man, Jesus Calderon. When a deputy responded to the home, Calderon allegedly got out of a chair, raised a knife aggressively and started moving toward the deputy. When Calderon refused to drop the knife, the deputy shot and killed him.",Pending investigation,No known charges,Yes,Allegedly Armed,knife,other,Not fleeing,No,,Suburban,2019,3
855,35,Male,White,2019-03-18,Mansfield,OH,44904.0,Richland,Mansfield Police Department,Gunshot,"Police received a call before 4:30 p.m. that a man was breaking into an apartment. The caller reportedly told police the man was intoxicated, and it appeared he had a box cutter. When police arrived, they confronted the man and shocked him with Tasers. Officers Matt Davis, Thayne Telquist and Scott Kotterman shot and killed him.",Pending investigation,No known charges,Drug or alcohol use,Allegedly Armed,sharp object,other,Not fleeing,No,,Suburban,2019,3
856,49,Male,White,2019-03-17,Palmdale,CA,93552.0,Los Angeles,Los Angeles County Sheriff's Department,Gunshot,"Deputies were seeking Timothy John Beckwith on a warrant stemming from an assault case when they found him at his mobile home about 9:15 p.m. Beckwith pointed a gun at deputies, who shot at him. He barricaded himself inside the home. He emerged from the home after deputies threw a device into the trailer. Deputies shot at Beckwith a second time. Deputies broke into the home and found Beckwith dead from gunshot wounds.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Suburban,2019,3
857,33,Male,Hispanic,2019-03-17,Clermont,FL,34714.0,Lake,Lake County Sheriff's Office,Gunshot,Jorge Rivera-Melendez allegedly had been involved in a domestic dispute with a woman before he was cornered near a fence by police. He allegedly pulled out a handgun and was shot and killed by a deputy.,Pending investigation,No known charges,No,Allegedly Armed,gun,other,0,No,,Suburban,2019,3
858,77,Male,Unknown race,2019-03-16,The Dalles,OR,97058.0,Wasco,The Dalles Police Department,Gunshot,"James Young was allegedly shooting a rifle at his neighbor's house. When officers arrived, they said the man was still firing his gun, and they shot and killed him.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Rural,2019,3
859,53,Male,Unknown race,2019-03-16,Glen Carbon,IL,62034.0,Madison,Illinois State Police,Gunshot,"Billy L. Walker Jr. was shot and killed following a carjacking, a vehicle pursuit, and a foot pursuit. He allegedly shot and wounded a trooper during the gunfire exchange.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Other,No,,Suburban,2019,3
860,27,Male,Black,2019-03-15,Dublin,GA,31027.0,Laurens,Laurens County Sheriff's Office,Vehicle,"The driver of a 2005 Chevrolet Impala allegedly tried to avoid a license check at the exit ramp of State Route 199. A Laurens County deputy tried to stop the Impala by flashing his lights and sirens. A high-speed chase began and ended when the deputy rammed the Impala's right rear quarter panel. The driver of the Impala lost control and hit a tree, killing 21-year-old Tevin Blount, of Glennville, and 27-year-old Preston Coleman, of Vidalia and injuring a third.",Pending investigation,No known charges,No,Vehicle,vehicle,,,,,Rural,2019,3
861,21,Male,Black,2019-03-15,Dublin,GA,31027.0,Laurens,Laurens County Sheriff's Office,Vehicle,"The driver of a 2005 Chevrolet Impala allegedly tried to avoid a license check at the exit ramp of State Route 199. A Laurens County deputy tried to stop the Impala by flashing his lights and sirens. A high-speed chase began and ended when the deputy rammed the Impala's right rear quarter panel. The driver of the Impala lost control and hit a tree, killing 21-year-old Tevin Blount, of Glennville, and 27-year-old Preston Coleman, of Vidalia and injuring a third.",Pending investigation,No known charges,No,Vehicle,vehicle,,,,,Rural,2019,3
862,49,Male,White,2019-03-15,Las Vegas,NV,89109.0,Clark,Las Vegas Metropolitan Police Department,Gunshot,"Michael Charles Cohen, a twice-convicted bank robber, was shot and killed exchanging gunfire with police while trying to flee a casino robbery.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,Yes,,Urban,2019,3
863,27,Male,Unknown race,2019-03-14,Federal Way,WA,98003.0,King,Federal Way Police Department,Gunshot,"Around 4:30 p.m., police pulled over a purple minivan. A 27-year-old man stepped out of the van with a gun and shot at Federal Way police. Three officers returned fire, killing the man. The man may have been suspected in a robbery, but police did not specifically say.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Suburban,2019,3
